#shining_header
#data type:raman_database
#CAS:67-66-3
#Material scientific name:Trichloromethane
#manufacturer:Not entered
#Laser model:Not entered
#Spectrometer model:Not entered
#Testing unit:Not entered
#Test time:Not entered
#Other experimental details:Not entered
#shining_data
-89.568	-0.25
-86.697	-1.25
-83.828	-1.25
-80.96	1.75
-78.095	31.75
-75.232	28.75
-72.37	39.75
-69.511	42.75
-66.654	33.75
-63.798	30.75
-60.945	39.75
-58.094	45.75
-55.244	50.75
-52.397	53.75
-49.551	45.75
-46.708	61.75
-43.866	52.75
-41.027	63.75
-38.189	81.75
-35.354	96.75
-32.52	112.75
-29.689	103.75
-26.859	111.75
-24.031	134.75
-21.206	141.75
-18.382	156.75
-15.56	183.75
-12.74	198.75
-9.922	244.75
-7.106	298.75
-4.292	432.75
-1.48	877.75
1.33	2614.75
4.138	7529.75
6.944	13957.75
9.748	18187.75
12.551	22647.75
15.351	20477.75
18.149	9846.75
20.946	1981.75
23.74	515.75
26.533	294.75
29.324	243.75
32.113	184.75
34.9	146.75
37.684	128.75
40.467	121.75
43.249	115.75
46.028	93.75
48.805	91.75
51.58	90.75
54.354	86.75
57.125	86.75
59.895	80.75
62.663	79.75
65.429	76.75
68.192	80.75
70.955	79.75
73.715	79.75
76.473	88.75
79.229	95.75
81.984	101.75
84.736	97.75
87.487	106.75
90.236	114.75
92.983	121.75
95.728	127.75
98.471	106.75
101.212	69.75
103.951	59.75
106.689	42.75
109.424	45.75
112.158	41.75
114.89	49.75
117.62	53.75
120.348	41.75
123.075	41.75
125.799	39.75
128.522	42.75
131.242	51.75
133.961	61.75
136.678	64.75
139.393	66.75
142.107	74.75
144.818	88.75
147.528	92.75
150.235	86.75
152.941	95.75
155.645	98.75
158.347	100.75
161.048	104.75
163.746	97.75
166.443	101.75
169.138	103.75
171.831	111.75
174.522	104.75
177.212	121.75
179.899	105.75
182.585	112.75
185.269	114.75
187.951	122.75
190.631	134.75
193.31	118.75
195.986	121.75
198.661	144.75
201.334	135.75
204.005	147.75
206.675	155.75
209.342	160.75
212.008	163.75
214.672	173.75
217.334	202.75
219.995	199.75
222.653	213.75
225.31	234.75
227.965	257.75
230.618	287.75
233.27	306.75
235.919	318.75
238.567	357.75
241.213	391.75
243.857	435.75
246.5	495.75
249.14	585.75
251.779	712.75
254.416	895.75
257.052	1215.75
259.685	1825.75
262.317	2790.75
264.947	4081.75
267.576	5347.75
270.202	6300.75
272.827	6744.75
275.45	6462.75
278.071	5186.75
280.69	3486.75
283.308	2173.75
285.924	1382.75
288.538	1013.75
291.151	795.75
293.761	643.75
296.37	547.75
298.978	490.75
301.583	424.75
304.187	373.75
306.789	361.75
309.389	346.75
311.987	332.75
314.584	320.75
317.179	314.75
319.772	291.75
322.364	288.75
324.954	264.75
327.542	269.75
330.128	276.75
332.713	276.75
335.296	285.75
337.877	290.75
340.456	303.75
343.034	308.75
345.61	325.75
348.184	358.75
350.757	378.75
353.328	426.75
355.897	498.75
358.464	590.75
361.03	822.75
363.594	1304.75
366.156	2336.75
368.717	4088.75
371.276	6092.75
373.833	7587.75
376.389	8457.75
378.942	8584.75
381.495	7423.75
384.045	4722.75
386.594	2273.75
389.141	1088.75
391.686	729.75
394.23	547.75
396.772	456.75
399.312	392.75
401.851	354.75
404.388	321.75
406.923	295.75
409.457	280.75
411.988	255.75
414.519	237.75
417.047	239.75
419.574	222.75
422.099	219.75
424.623	208.75
427.145	195.75
429.665	185.75
432.184	178.75
434.7	174.75
437.216	167.75
439.729	169.75
442.241	166.75
444.751	174.75
447.26	158.75
449.767	163.75
452.272	157.75
454.776	156.75
457.278	149.75
459.778	152.75
462.277	145.75
464.774	145.75
467.27	144.75
469.763	140.75
472.256	144.75
474.746	137.75
477.235	135.75
479.722	129.75
482.208	145.75
484.692	132.75
487.174	127.75
489.655	146.75
492.134	136.75
494.612	140.75
497.087	139.75
499.562	133.75
502.034	133.75
504.505	131.75
506.975	144.75
509.442	147.75
511.909	143.75
514.373	133.75
516.836	138.75
519.297	131.75
521.757	145.75
524.215	138.75
526.672	139.75
529.127	128.75
531.58	140.75
534.032	130.75
536.482	140.75
538.93	135.75
541.377	125.75
543.822	133.75
546.266	119.75
548.708	126.75
551.149	128.75
553.588	133.75
556.025	118.75
558.461	125.75
560.895	134.75
563.328	140.75
565.759	127.75
568.188	133.75
570.616	132.75
573.042	128.75
575.467	128.75
577.89	126.75
580.312	130.75
582.732	141.75
585.15	139.75
587.567	132.75
589.983	139.75
592.396	132.75
594.809	144.75
597.219	138.75
599.628	135.75
602.036	142.75
604.442	134.75
606.846	141.75
609.249	151.75
