#shining_header
data type:raman_database
CAS:64-17-5
Material scientific name:Ethyl Alcohol
manufacturer:Not entered
Laser model:Not entered
Spectrometer model:Not entered
Testing unit:Not entered
Test time:Not entered
Other experimental details:Not entered
#shining_data
-89.568	-1.51
-86.697	2.52
-83.828	1.51
-80.96	5.54
-78.095	6.55
-75.232	11.58
-72.37	6.55
-69.511	11.58
-66.654	6.55
-63.798	13.6
-60.945	9.57
-58.094	11.58
-55.244	6.55
-52.397	12.59
-49.551	16.62
-46.708	9.57
-43.866	15.61
-41.027	15.61
-38.189	25.68
-35.354	27.7
-32.52	34.75
-29.689	45.82
-26.859	60.93
-24.031	64.96
-21.206	70
-18.382	85.1
-15.56	92.15
-12.74	96.18
-9.922	136.47
-7.106	154.59
-4.292	179.77
-1.48	260.34
1.33	402.33
4.138	938.02
6.944	3015.52
9.748	8097.84
12.551	13523.2
15.351	18481.58
18.149	22369.13
20.946	16720.26
23.74	5711.01
26.533	1001.46
29.324	345.94
32.113	205.96
34.9	157.61
37.684	102.22
40.467	83.09
43.249	68.99
46.028	57.91
48.805	52.87
51.58	56.9
54.354	42.8
57.125	52.87
59.895	44.82
62.663	33.74
65.429	39.78
68.192	33.74
70.955	35.75
73.715	43.81
76.473	42.8
79.229	31.72
81.984	46.83
84.736	50.86
87.487	48.85
90.236	55.9
92.983	72.01
95.728	62.95
98.471	71
101.212	49.85
103.951	36.76
106.689	13.6
109.424	12.59
112.158	7.55
114.89	9.57
117.62	11.58
120.348	8.56
123.075	4.53
125.799	9.57
128.522	11.58
131.242	9.57
133.961	9.57
136.678	27.7
139.393	48.85
142.107	54.89
144.818	87.12
147.528	101.22
150.235	119.34
152.941	121.36
155.645	131.43
158.347	132.44
161.048	145.53
163.746	146.54
166.443	145.53
169.138	158.62
171.831	152.58
174.522	164.66
177.212	170.71
179.899	177.76
182.585	184.81
185.269	181.79
187.951	179.77
190.631	191.86
193.31	180.78
195.986	195.88
198.661	190.85
201.334	204.95
204.005	187.83
206.675	203.94
209.342	197.9
212.008	199.91
214.672	197.9
217.334	194.88
219.995	195.88
222.653	193.87
225.31	195.88
227.965	184.81
230.618	191.86
233.27	184.81
235.919	165.67
238.567	174.74
241.213	180.78
243.857	176.75
246.5	177.76
249.14	161.64
251.779	167.69
254.416	168.69
257.052	151.57
259.685	160.64
262.317	155.6
264.947	173.73
267.576	160.64
270.202	155.6
272.827	164.66
275.45	160.64
278.071	164.66
280.69	171.71
283.308	160.64
285.924	155.6
288.538	170.71
291.151	160.64
293.761	154.59
296.37	157.62
298.978	154.59
301.583	149.56
304.187	154.59
306.789	149.56
309.389	142.51
311.987	136.47
314.584	147.54
317.179	143.52
319.772	133.44
322.364	129.42
324.954	138.48
327.542	122.37
330.128	119.34
332.713	120.35
335.296	116.32
337.877	122.37
340.456	120.35
343.034	114.31
345.61	123.37
348.184	129.42
350.757	125.39
353.328	124.38
355.897	128.41
358.464	120.35
361.03	117.33
363.594	133.44
366.156	124.38
368.717	122.37
371.276	123.37
373.833	125.39
376.389	136.47
378.942	131.43
381.495	124.38
384.045	130.42
386.594	132.44
389.141	131.43
391.686	141.5
394.23	143.52
396.772	137.47
399.312	145.53
401.851	157.62
404.388	140.49
406.923	157.62
409.457	155.6
411.988	166.68
414.519	178.76
417.047	177.76
419.574	186.82
422.099	203.94
424.623	218.04
427.145	242.21
429.665	260.34
